Frequency [Hz],Amplitude,X [mm],Y [mm]
166.8752,-4.9052,-5.0767,-4.4898
166.9139,-5.5193,-5.1805,-4.8184
166.9525,-5.0208,-5.2855,-4.5774
166.9912,-5.3743,-5.208,-4.8296
167.0298,-5.1482,-5.6193,-4.7505
167.0684,-5.0783,-5.1267,-5.0574
167.1071,-5.0577,-5.4095,-4.4359
167.1457,-5.0346,-5.2669,-4.6941
167.1844,-5.1837,-5.2906,-4.8893
167.223,-5.1878,-5.0975,-4.8779
167.2617,-4.8391,-5.0766,-4.8967
167.3003,-4.6589,-5.0856,-4.5767
167.339,-5.5755,-5.2652,-4.6097
167.3776,-5.1145,-5.2609,-4.7871
167.4163,-4.9111,-5.3388,-4.8599
167.4549,-5.3513,-6.1684,-4.7161
167.4936,-6.3751,-5.708,-4.7337
167.5322,-5.0769,-5.1934,-5.0266
167.5709,-5.3386,-5.1399,-4.6999
167.6095,-5.2677,-5.6587,-5.1888
167.6481,-4.9977,-5.1288,-5.0164
167.6868,-5.359,-4.8984,-5.205
167.7254,-4.9576,-5.2473,-4.6068
167.7641,-5.1137,-5.2297,-4.5895
167.8027,-5.5287,-4.9266,-5.0221
167.8414,-5.1568,-5.2882,-5.1227
167.88,-4.9221,-5.084,-4.5575
167.9187,-5.0834,-5.7388,-4.8608
167.9573,-5.2547,-5.3244,-4.6238
167.996,-4.6629,-5.0199,-4.696
168.0346,-5.0496,-5.0366,-4.7932
168.0733,-4.9136,-4.8473,-4.5862
168.1119,-5.1012,-5.2461,-4.8044
168.1505,-5.4385,-5.7851,-4.9448
168.1892,-5.1155,-5.8122,-4.8145
168.2278,-4.8029,-5.2877,-4.9758
168.2665,-4.9651,-4.9639,-5.2785
168.3051,-4.7238,-5.0505,-4.6249
168.3438,-4.7539,-5.1245,-4.8979
168.3824,-4.9858,-5.0447,-5.1914
168.4211,-4.9994,-5.3517,-5.1639
168.4597,-4.9182,-5.2796,-4.6516
168.4984,-5.0619,-4.974,-4.6702
168.537,-5.1938,-4.9526,-4.9993
168.5757,-5.1175,-5.1795,-5.0655
168.6143,-5.0306,-5.2567,-4.6598
168.653,-5.3415,-5.3909,-4.8107
168.6916,-4.744,-5.0607,-4.7076
168.7302,-5.4844,-5.2557,-5.5358
168.7689,-5.0519,-5.2098,-4.443
168.8075,-4.6849,-5.343,-4.5373
168.8462,-5.8645,-5.4716,-5.1357
168.8848,-4.8405,-5.5971,-4.5317
168.9235,-4.7345,-5.1412,-4.7918
168.9621,-5.131,-5.1683,-5.4168
169.0008,-4.8818,-5.1969,-4.792
169.0394,-4.7841,-5.7507,-4.9085
169.0781,-5.1467,-4.8943,-4.8628
169.1167,-5.0025,-5.3755,-4.5092
169.1554,-4.9135,-4.9366,-4.5005
169.194,-5.4337,-5.7094,-5.442
169.2326,-5.6141,-5.0995,-4.9584
169.2713,-5.1217,-5.0056,-4.956
169.3099,-4.4888,-4.9428,-4.9006
169.3486,-5.0835,-5.1675,-4.8127
169.3872,-5.2611,-5.3056,-5.0873
169.4259,-5.0932,-4.806,-4.7349
169.4645,-4.9772,-5.4397,-4.8661
169.5032,-5.6449,-5.0861,-5.5791
169.5418,-5.12,-5.7769,-5.3198
169.5805,-5.1678,-5.2601,-5.1593
169.6191,-5.1441,-5.2513,-5.5309
169.6578,-5.2758,-5.3422,-4.8313
169.6964,-4.9363,-5.5193,-4.5475
169.7351,-4.8238,-5.3692,-4.6837
169.7737,-5.1908,-5.0858,-4.9268
169.8123,-4.8542,-5.8023,-5.7795
169.851,-4.8642,-5.1324,-4.5773
169.8896,-5.0211,-5.4735,-4.4916
169.9283,-5.3015,-4.7504,-4.2669
169.9669,-5.0255,-4.7789,-4.2373
170.0056,-5.1436,-5.0698,-4.5915
170.0442,-5.0325,-5.053,-4.5949
170.0829,-5.012,-5.187,-4.5379
170.1215,-5.0907,-5.2887,-4.5639
170.1602,-4.7311,-5.155,-4.9263
170.1988,-5.1913,-5.1741,-4.656
170.2375,-4.9717,-5.5044,-4.5782
170.2761,-4.9175,-5.5666,-4.4881
170.3147,-5.9692,-5.3311,-4.5556
170.3534,-5.4843,-5.2204,-4.579
170.392,-5.4213,-5.0606,-4.5191
170.4307,-5.1441,-5.0408,-5.1815
170.4693,-5.6919,-5.1879,-4.7259
170.508,-4.8142,-5.1261,-5.6813
170.5466,-5.4515,-5.4122,-4.6231
170.5853,-4.8631,-5.344,-4.6086
170.6239,-4.9891,-4.7761,-5.1337
170.6626,-4.6613,-5.8753,-4.7294
170.7012,-5.0912,-5.2597,-5.011
170.7399,-4.906,-5.2773,-4.9339
170.7785,-4.8507,-5.2507,-4.702
170.8172,-4.8766,-5.0293,-4.4386
170.8558,-5.0112,-5.0588,-4.6146
170.8944,-5.917,-5.2874,-4.7347
170.9331,-4.8044,-5.6723,-5.0394
170.9717,-5.4385,-5.2069,-4.5383
171.0104,-4.7804,-5.211,-5.095
171.049,-5.1077,-5.2125,-4.7103
171.0877,-5.3325,-5.1355,-5.0716
171.1263,-5.1257,-5.4134,-4.5712
171.165,-5.2475,-5.1615,-5.0268
171.2036,-4.9929,-5.387,-4.8947
171.2423,-5.0322,-5.0089,-4.7694
171.2809,-4.8977,-5.311,-4.8078
171.3196,-4.8415,-5.1891,-5.4521
171.3582,-4.9315,-4.9982,-4.5678
171.3968,-4.8363,-5.0117,-4.4645
171.4355,-4.7495,-4.9091,-4.5454
171.4741,-4.6728,-5.4906,-4.5345
171.5128,-4.9682,-5.3455,-4.7615
171.5514,-5.0714,-5.0968,-4.8332
171.5901,-4.8313,-5.2144,-4.7501
171.6287,-5.1384,-5.0571,-5.3124
171.6674,-5.1211,-4.9362,-4.7615
171.706,-4.9012,-5.3904,-5.3049
171.7447,-4.8518,-5.0929,-4.9338
171.7833,-4.7745,-5.2427,-5.2162
171.822,-5.0914,-5.1957,-4.672
171.8606,-5.242,-5.0766,-5.0744
171.8993,-5.1217,-5.2392,-5.295
171.9379,-4.9434,-5.5862,-4.9964
171.9765,-5.349,-5.2069,-4.7931
172.0152,-4.7285,-5.4174,-4.6617
172.0538,-5.2714,-5.0237,-5.2472
172.0925,-4.7579,-5.2156,-4.5686
172.1311,-4.8127,-5.1753,-4.8048
172.1698,-4.7837,-6.0052,-4.4601
172.2084,-4.9569,-6.1313,-4.7758
172.2471,-5.098,-5.3857,-4.8985
172.2857,-5.3735,-5.3029,-4.6424
172.3244,-5.362,-5.3239,-4.4483
172.363,-5.0245,-5.3286,-4.6493
172.4017,-4.981,-5.4357,-5.0521
172.4403,-5.6545,-5.3416,-4.8839
172.4789,-5.4619,-5.1893,-5.2475
172.5176,-5.0133,-5.0257,-4.9036
172.5562,-5.2525,-5.1639,-4.7464
172.5949,-4.8739,-5.339,-4.7189
172.6335,-5.0109,-5.2362,-5.0001
172.6722,-4.9842,-5.4898,-4.5561
172.7108,-5.1464,-4.9572,-4.3801
172.7495,-5.1618,-5.4057,-4.9083
172.7881,-5.4796,-5.0937,-5.1462
172.8268,-5.0161,-5.1517,-4.5984
172.8654,-4.68,-5.7022,-4.7363
172.9041,-4.9313,-4.9883,-4.9386
172.9427,-4.698,-5.1556,-4.8956
172.9814,-4.8911,-5.3511,-4.6408
173.02,-5.0141,-4.8258,-5.1757
173.0586,-5.2216,-5.2433,-4.6043
173.0973,-4.7362,-5.2196,-4.7928
173.1359,-5.1144,-4.9752,-4.6312
173.1746,-5.0549,-5.3733,-4.8268
173.2132,-4.688,-5.031,-4.9839
173.2519,-5.0254,-5.4792,-5.1188
173.2905,-5.266,-5.3178,-4.5733
173.3292,-4.8377,-5.225,-5.2016
173.3678,-5.6393,-5.6288,-5.2658
173.4065,-4.9054,-5.3979,-4.6681
173.4451,-4.7913,-5.0898,-4.5669
173.4838,-4.8138,-5.1401,-4.5974
173.5224,-5.0051,-5.4402,-4.7803
173.561,-4.7734,-5.1435,-5.2073
173.5997,-5.1453,-5.4245,-4.6387
173.6383,-4.8681,-5.3575,-5.0498
173.677,-4.8241,-4.9604,-4.5099
173.7156,-5.0891,-5.3072,-4.7192
173.7543,-4.7765,-5.1626,-5.1983
173.7929,-4.8136,-5.1468,-4.51
173.8316,-4.9126,-4.9554,-5.4026
173.8702,-4.916,-5.0857,-4.5123
173.9089,-4.9739,-5.2002,-5.3062
173.9475,-5.2736,-5.671,-5.5791
173.9862,-5.4689,-5.1373,-4.5134
174.0248,-5.0034,-5.2659,-4.5795
174.0635,-4.7741,-5.0016,-4.9787
174.1021,-4.8636,-5.0729,-4.7315
174.1407,-5.1501,-5.2021,-4.7439
174.1794,-4.6382,-4.8658,-4.651
174.218,-5.7931,-5.1104,-4.5633
174.2567,-5.0473,-4.9986,-5.172
174.2953,-5.1186,-5.3106,-4.9405
174.334,-4.8794,-5.1437,-4.6581
174.3726,-5.1425,-5.0051,-4.9795
174.4113,-4.8368,-5.8485,-5.2534
174.4499,-5.2958,-5.2649,-5.3168
174.4886,-5.5719,-5.4396,-4.5403
174.5272,-4.6772,-4.922,-6.3255
174.5659,-4.8202,-5.1659,-4.6085
174.6045,-5.3343,-5.0077,-4.3127
174.6431,-5.0562,-5.4353,-5.3131
174.6818,-5.0885,-5.6792,-4.9114
174.7204,-5.1444,-4.83,-5.144
174.7591,-5.7253,-5.1064,-4.8904
174.7977,-4.7206,-4.9033,-5.3166
174.8364,-5.0072,-5.2113,-4.9328
174.875,-4.7254,-5.8779,-5.0134
174.9137,-4.7667,-5.4629,-4.5878
174.9523,-5.1567,-4.9521,-4.5757
174.991,-5.0526,-5.4785,-4.8102
175.0296,-5.1668,-4.9102,-4.6505
175.0683,-5.401,-5.426,-5.3633
175.1069,-5.3941,-5.4802,-4.7134
175.1455,-4.8054,-4.9733,-5.4391
175.1842,-5.2036,-5.6163,-4.5043
175.2228,-4.8878,-4.7857,-4.6583
175.2615,-4.8136,-5.8073,-5.6433
175.3001,-4.8567,-5.5898,-4.7575
175.3388,-5.2591,-5.5388,-5.3851
175.3774,-4.7582,-5.3339,-4.7949
175.4161,-4.8135,-5.2093,-4.8843
175.4547,-4.9691,-5.2523,-4.7697
175.4934,-4.764,-5.2833,-4.9906
175.532,-5.0677,-5.2256,-4.6252
175.5707,-5.5101,-5.2275,-4.7838
175.6093,-5.1497,-5.4519,-4.722
175.648,-5.1918,-5.5155,-4.6021
175.6866,-5.4409,-5.003,-4.8297
175.7252,-4.8403,-5.0886,-4.602
175.7639,-4.5764,-5.2798,-4.5742
175.8025,-5.1619,-4.984,-4.554
175.8412,-4.91,-5.0106,-5.0103
175.8798,-4.7369,-5.0377,-4.9733
175.9185,-5.2459,-5.3681,-4.8675
175.9571,-5.2227,-6.2482,-4.8676
175.9958,-4.877,-5.3076,-4.8966
176.0344,-5.1131,-5.4529,-5.2656
176.0731,-5.2542,-5.1281,-4.9956
176.1117,-5.3412,-5.373,-4.7026
176.1504,-4.8686,-5.0168,-5.0551
176.189,-4.8897,-5.4606,-5.7956
176.2276,-5.1375,-5.1468,-4.9511
176.2663,-4.8007,-5.5496,-5.0767
176.3049,-5.0136,-5.1981,-5.2551
176.3436,-5.0137,-5.5031,-4.6325
176.3822,-5.2091,-5.3158,-4.4346
176.4209,-5.0613,-5.3146,-4.9437
176.4595,-4.9725,-5.3157,-4.6658
176.4982,-5.1975,-5.1343,-5.23
176.5368,-5.1782,-5.4798,-4.6288
176.5755,-4.8385,-5.1458,-5.8618
176.6141,-4.9356,-5.1911,-4.936
176.6528,-4.9619,-5.4698,-4.8688
176.6914,-4.6038,-5.2838,-5.3886
176.7301,-4.766,-4.9429,-4.8543
176.7687,-4.9523,-5.0665,-4.5956
176.8073,-4.7144,-5.288,-4.7859
176.846,-5.0656,-4.9825,-5.553
176.8846,-4.9314,-5.142,-4.8923
176.9233,-4.8698,-5.1387,-4.9603
176.9619,-4.8243,-5.2729,-4.8049
177.0006,-4.8038,-5.0428,-4.7829
177.0392,-4.7401,-5.8293,-4.8266
177.0779,-5.059,-5.7468,-4.8436
177.1165,-5.0873,-5.2746,-5.1121
177.1552,-5.0815,-5.404,-5.294
177.1938,-4.8346,-5.7718,-4.8868
177.2325,-4.7054,-5.3046,-4.6315
177.2711,-5.0084,-5.7111,-4.6997
177.3097,-4.8929,-5.1175,-4.9497
177.3484,-4.8275,-5.3463,-4.8679
177.387,-4.9672,-4.8465,-4.3633
177.4257,-4.8174,-5.6784,-4.5958
177.4643,-5.0194,-6.2245,-4.4725
177.503,-4.8233,-5.1996,-4.69
177.5416,-5.0859,-5.2662,-5.0086
177.5803,-4.8166,-5.3341,-5.2947
177.6189,-4.8706,-5.3994,-4.6033
177.6576,-5.3269,-5.2485,-5.2012
177.6962,-4.9709,-5.0996,-5.3117
177.7349,-4.9355,-5.2211,-5.1341
177.7735,-5.2292,-5.0825,-4.8473
177.8122,-5.0679,-6.2259,-5.1278
177.8508,-4.832,-5.291,-4.7456
177.8894,-4.8262,-4.8909,-4.5558
177.9281,-4.6805,-5.0465,-4.7949
177.9667,-5.1697,-5.2496,-5.2205
178.0054,-4.704,-5.0389,-5.2634
178.044,-4.9911,-5.5046,-5.0284
178.0827,-4.933,-5.0502,-5.4356
178.1213,-5.5097,-5.2284,-4.7991
178.16,-5.1192,-5.5086,-4.7901
178.1986,-4.8212,-5.1606,-5.5916
178.2373,-5.0752,-5.1274,-4.8526
178.2759,-4.8543,-4.9019,-4.5146
178.3146,-4.932,-5.2618,-5.7616
178.3532,-4.7858,-5.3904,-4.683
178.3918,-4.6585,-4.9935,-4.455
178.4305,-4.9794,-5.4954,-4.6577
178.4691,-5.5163,-5.6953,-5.0217
178.5078,-4.9016,-5.0614,-5.0599
178.5464,-4.6885,-5.3801,-5.1364
178.5851,-4.8925,-5.0998,-4.9893
178.6237,-5.0814,-5.4841,-4.701
178.6624,-5.076,-6.8693,-4.9691
178.701,-5.1128,-4.9858,-4.5536
178.7397,-4.8454,-5.315,-4.8193
178.7783,-5.0669,-5.2305,-5.2522
178.817,-4.9302,-5.2035,-4.5155
178.8556,-4.7894,-5.1805,-5.499
178.8943,-4.7773,-5.0589,-5.1894
178.9329,-4.6694,-5.0482,-4.7176
178.9715,-5.0825,-4.9256,-4.9725
179.0102,-4.7543,-5.1294,-5.0644
179.0488,-4.8809,-5.0658,-4.6586
179.0875,-4.7622,-5.1274,-4.9208
179.1261,-5.1632,-5.0622,-4.5958
179.1648,-4.677,-5.006,-4.7501
179.2034,-5.1753,-5.2977,-4.8045
179.2421,-4.6337,-4.8749,-4.6287
179.2807,-4.4752,-4.8008,-4.5907
179.3194,-5.2141,-5.2882,-4.9193
179.358,-4.7393,-5.3567,-4.6567
179.3967,-4.7395,-4.9988,-4.982
179.4353,-4.6089,-5.0592,-4.728
179.4739,-4.6758,-5.3469,-5.1371
179.5126,-4.4704,-4.9177,-4.5065
179.5512,-4.5397,-4.9178,-4.4462
179.5899,-4.7692,-5.475,-4.6867
179.6285,-4.6915,-5.1453,-5.059
179.6672,-4.5156,-4.8967,-4.787
179.7058,-4.4834,-5.1671,-4.7661
179.7445,-4.4806,-5.1267,-4.9718
179.7831,-4.3499,-5.1904,-4.3806
179.8218,-4.3166,-5.0232,-4.377
179.8604,-4.2539,-4.8738,-4.4914
179.8991,-3.6792,-4.5102,-4.0988
179.9377,-3.2463,-4.0583,-3.9397
179.9764,-3.6182,-4.3504,-3.9399
180.015,-4.1921,-4.9489,-4.6969
180.0536,-4.3575,-6.1979,-5.1915
180.0923,-4.3524,-5.1206,-4.6436
180.1309,-4.4989,-4.796,-4.5232
180.1696,-4.9916,-5.4455,-4.8517
180.2082,-4.8805,-5.1765,-4.6994
180.2469,-4.76,-5.0497,-4.5893
180.2855,-5.0269,-5.1214,-4.7146
180.3242,-5.0568,-5.4168,-5.0991
180.3628,-4.793,-6.1198,-5.165
180.4015,-5.3455,-5.1646,-4.6613
180.4401,-5.0124,-4.8947,-4.9672
180.4788,-5.0682,-5.6217,-5.3213
180.5174,-5.4506,-5.3634,-4.8429
180.556,-5.3446,-5.1503,-5.0778
180.5947,-5.0303,-5.3125,-4.84
180.6333,-5.1666,-5.3774,-4.79
180.672,-5.0655,-5.1757,-4.9555
180.7106,-5.0086,-5.0384,-5.2541
180.7493,-5.6189,-5.0482,-5.5834
180.7879,-5.3554,-5.7391,-4.9753
180.8266,-4.7612,-5.4557,-4.6033
180.8652,-5.3354,-5.246,-5.0845
180.9039,-5.0435,-5.8854,-4.6979
180.9425,-5.7299,-5.1237,-4.9773
180.9812,-5.0371,-5.6456,-5.1358
181.0198,-5.095,-5.2665,-4.8937
181.0585,-4.9166,-4.8889,-4.6048
181.0971,-4.7921,-5.4101,-4.7154
181.1357,-5.1008,-5.3833,-4.7837
181.1744,-5.2594,-5.6077,-4.5409
181.213,-5.3433,-5.2384,-5.5993
181.2517,-4.9381,-5.1016,-5.2757
181.2903,-4.8006,-5.4483,-5.1431
181.329,-4.9419,-5.2713,-4.5899
181.3676,-4.7619,-4.9709,-4.9414
181.4063,-5.6603,-5.0038,-5.0015
181.4449,-5.7636,-5.4932,-5.1521
181.4836,-4.8403,-5.0634,-4.5765
181.5222,-5.189,-5.1362,-5.078
181.5609,-5.3761,-5.1337,-4.5912
181.5995,-4.676,-5.0393,-4.8639
181.6381,-5.0546,-5.3081,-4.5411
181.6768,-4.9845,-4.8821,-4.857
181.7154,-4.9229,-5.5019,-4.4601
181.7541,-5.3408,-5.6621,-4.7555
181.7927,-5.2864,-5.2117,-5.0423
181.8314,-5.2989,-5.8038,-4.8352
181.87,-5.3588,-5.2699,-4.6618
181.9087,-5.9664,-5.6684,-4.5425
181.9473,-5.1735,-5.2044,-5.0779
181.986,-5.2042,-5.8917,-5.2712
182.0246,-4.7866,-4.8924,-4.6736
182.0633,-5.0438,-5.1327,-5.0244
182.1019,-4.9356,-5.289,-4.8682
182.1406,-4.9866,-5.3429,-5.0996
182.1792,-5.4581,-6.1755,-5.0037
182.2178,-5.0284,-5.6635,-4.9835
182.2565,-4.9889,-5.4286,-4.6612
182.2951,-5.3017,-5.4397,-5.5841
182.3338,-5.0996,-5.3057,-4.4972
182.3724,-5.5266,-5.4602,-5.0039
182.4111,-5.0102,-5.2273,-4.7833
182.4497,-5.115,-5.5621,-4.7224
182.4884,-5.285,-5.2923,-4.4019
182.527,-4.9046,-5.1113,-4.7445
182.5657,-5.6489,-5.4338,-5.1339
182.6043,-5.2321,-4.9579,-4.8716
182.643,-5.0476,-5.1065,-4.5721
182.6816,-4.9362,-5.512,-5.4083
182.7202,-5.0942,-4.8849,-4.7679
182.7589,-5.1708,-6.0681,-4.7157
182.7975,-5.0967,-5.1235,-4.848
182.8362,-4.7848,-5.4945,-4.6341
182.8748,-4.9541,-5.3347,-4.9012
182.9135,-5.0007,-5.4191,-5.0743
182.9521,-5.8924,-5.1603,-5.1635
182.9908,-5.0576,-5.9115,-4.7232
183.0294,-5.7429,-5.1328,-4.7225
183.0681,-5.0944,-5.0124,-5.0073
183.1067,-5.096,-5.1581,-5.5369
183.1454,-5.1795,-4.9173,-4.6609
183.184,-4.7957,-5.1161,-4.6735
183.2227,-5.4167,-5.0524,-4.6405
183.2613,-4.8836,-5.7702,-4.9213
183.2999,-4.7747,-5.1439,-5.3602
183.3386,-5.1275,-5.3986,-5.1575
183.3772,-4.9578,-5.3516,-4.9614
183.4159,-5.0532,-5.2399,-5.0935
183.4545,-5.6088,-5.0473,-4.8654
183.4932,-4.9679,-5.0688,-4.5394
183.5318,-4.8019,-5.6732,-5.2043
183.5705,-5.6414,-5.8335,-4.8755
183.6091,-4.6618,-5.3011,-4.9321
183.6478,-5.0926,-5.2132,-4.7987
183.6864,-5.1163,-5.039,-5.1505
183.7251,-5.1582,-5.4783,-4.9362
183.7637,-4.8215,-5.5302,-4.6907
183.8023,-5.0348,-5.0004,-5.1769
183.841,-4.9638,-5.7785,-4.8339
183.8796,-6.1394,-5.2894,-4.7685
183.9183,-5.5571,-5.1099,-5.2649
183.9569,-5.3372,-5.1275,-4.7336
183.9956,-6.0999,-5.1312,-4.7047
184.0342,-5.3284,-5.0032,-4.7691
184.0729,-4.9696,-5.1991,-4.6415
184.1115,-5.094,-5.5605,-4.8996
184.1502,-4.9228,-5.8279,-5.1352
184.1888,-5.5502,-5.5134,-4.5037
184.2275,-4.8991,-5.3292,-4.5537
184.2661,-4.8034,-5.011,-4.5775
184.3047,-4.8894,-5.4275,-4.9487
184.3434,-5.0535,-5.3567,-4.9737
184.382,-4.9244,-6.0143,-4.645
184.4207,-5.1013,-5.4242,-4.7661
184.4593,-5.3312,-4.9471,-5.0109
184.498,-4.9285,-5.1157,-4.5155
184.5366,-5.2109,-5.0894,-4.7974
184.5753,-5.5486,-5.9684,-4.8532
184.6139,-4.8637,-5.1623,-4.9189
184.6526,-4.9433,-5.071,-5.2618
184.6912,-4.9824,-4.9924,-4.5266
184.7299,-4.9947,-5.0051,-4.9382
184.7685,-4.8955,-4.9554,-4.9517
184.8072,-4.8148,-5.0193,-4.6201
184.8458,-4.9153,-5.5677,-4.6524
184.8844,-4.9044,-5.9816,-4.4971
184.9231,-4.9882,-5.0727,-4.8379
184.9617,-5.1411,-5.3767,-6.1106
185.0004,-5.2804,-5.4639,-4.7217
185.039,-5.1121,-5.1372,-4.9085
185.0777,-4.7686,-5.0918,-5.1303
185.1163,-5.5559,-5.3938,-4.783
185.155,-4.8846,-5.4012,-4.7373
185.1936,-5.227,-5.3184,-4.8636
185.2323,-5.402,-5.1755,-4.881
185.2709,-5.0557,-5.4068,-4.978
185.3096,-6.022,-6.2023,-4.9638
185.3482,-4.9642,-5.3441,-5.0948
185.3868,-5.707,-5.4517,-4.6109
185.4255,-5.0193,-5.4415,-5.1713
185.4641,-5.1166,-5.2166,-4.7174
185.5028,-5.4236,-5.3526,-4.5758
185.5414,-5.0227,-4.9288,-4.7586
185.5801,-5.2396,-5.3218,-5.0009
185.6187,-4.9169,-5.2267,-4.903
185.6574,-4.8865,-5.319,-4.8149
185.696,-4.8542,-5.3001,-4.8268
185.7347,-4.71,-5.1108,-4.5752
185.7733,-4.9852,-5.6372,-4.806
185.812,-4.6802,-4.9179,-4.8538
185.8506,-4.9209,-5.0333,-4.7758
185.8893,-5.1044,-5.3,-4.6312
185.9279,-4.9014,-5.248,-4.9947
185.9665,-5.0003,-5.4029,-4.7264
186.0052,-5.2705,-5.2475,-5.3489
186.0438,-5.4357,-4.9579,-4.7993
186.0825,-4.9146,-5.4366,-5.2752
186.1211,-5.0044,-5.3513,-4.9855
186.1598,-5.2366,-5.5013,-4.6942
186.1984,-5.3034,-5.4191,-4.6298
186.2371,-5.569,-5.4507,-4.5621
186.2757,-5.1526,-5.3233,-4.896
186.3144,-5.2734,-5.1484,-5.0879
186.353,-5.2273,-5.4717,-4.7811
186.3917,-5.1181,-5.2237,-4.8595
186.4303,-5.0974,-5.1956,-4.959
186.4689,-5.0491,-5.6687,-4.7549
186.5076,-5.5478,-5.3065,-4.7242
186.5462,-6.0667,-4.9061,-4.7205
186.5849,-5.0322,-5.6987,-5.1234
186.6235,-5.0117,-5.1274,-4.7495
186.6622,-4.9552,-5.5631,-4.8652
186.7008,-5.0905,-5.2527,-4.612
186.7395,-4.9407,-5.4052,-4.7773
186.7781,-6.2973,-5.2045,-4.7912
186.8168,-5.0921,-5.1286,-5.186
186.8554,-4.9958,-5.8619,-4.7846
186.8941,-4.9732,-5.1044,-4.57
186.9327,-5.5641,-5.2763,-4.7694
186.9714,-5.0154,-5.0826,-5.1476
187.01,-4.6885,-5.3519,-4.9237
187.0486,-5.1504,-5.0638,-4.8914
187.0873,-5.1784,-5.4323,-4.9376
187.1259,-4.7816,-4.9221,-4.8972
187.1646,-5.1132,-5.4463,-4.815
187.2032,-4.7536,-5.441,-4.7609
187.2419,-4.8428,-5.3259,-5.2638
187.2805,-5.1146,-5.6093,-4.7748
187.3192,-5.0423,-5.8935,-5.045
187.3578,-5.0548,-5.379,-4.8775
187.3965,-5.1239,-5.1378,-5.1228
187.4351,-5.0847,-5.3316,-4.883
187.4738,-5.1777,-5.0216,-5.4479
187.5124,-4.751,-5.3794,-5.1015
187.551,-4.8989,-5.6647,-4.434
187.5897,-4.7112,-5.3298,-4.7056
187.6283,-4.9385,-6.1335,-5.6527
187.667,-5.0952,-5.2615,-5.3164
187.7056,-4.9278,-5.2833,-4.874
187.7443,-4.8157,-5.0667,-4.935
187.7829,-5.1912,-5.2622,-5.2501
187.8216,-5.0713,-5.3925,-4.6842
187.8602,-4.9963,-5.5025,-4.6603
187.8989,-4.7649,-5.4108,-4.7398
187.9375,-4.9761,-5.0942,-4.6646
187.9762,-4.9174,-5.1101,-4.7849
188.0148,-4.5928,-5.1274,-4.6221
188.0535,-5.0574,-5.0565,-5.484
188.0921,-5.2535,-5.2057,-4.7231
188.1307,-4.9624,-5.4878,-4.9548
188.1694,-4.8003,-5.0069,-5.0122
188.208,-4.8775,-5.334,-4.4736
188.2467,-4.9904,-5.2494,-5.0253
188.2853,-6.0361,-5.5426,-5.1295
188.324,-4.764,-5.1816,-4.6987
188.3626,-4.6561,-5.4429,-5.4588
188.4013,-5.3099,-5.3724,-5.1545
188.4399,-5.0008,-5.1478,-4.9945
188.4786,-5.1018,-5.2191,-4.777
188.5172,-4.9257,-5.3699,-4.6935
188.5559,-5.4412,-6.2025,-5.2034
188.5945,-5.2167,-5.1973,-4.6376
188.6331,-5.3612,-5.546,-4.9107
188.6718,-5.4154,-5.4661,-4.9119
188.7104,-5.1902,-5.9423,-4.9098
188.7491,-5.6801,-4.9686,-5.4788
188.7877,-4.834,-5.2478,-4.7286
188.8264,-4.9518,-5.2761,-4.5958
188.865,-5.2239,-5.5199,-5.1453
188.9037,-4.9165,-5.5148,-4.5811
188.9423,-4.975,-5.144,-4.7069
188.981,-5.1103,-5.1719,-5.0193
189.0196,-5.1275,-4.9496,-4.5169
189.0583,-5.2881,-5.267,-5.0798
189.0969,-5.4004,-5.1161,-4.6427
189.1356,-5.586,-5.1073,-4.7235
189.1742,-4.9192,-5.1495,-4.9865
189.2128,-5.5604,-5.6828,-4.9608
189.2515,-5.056,-5.888,-5.2365
189.2901,-4.7084,-5.1787,-4.9704
189.3288,-4.9272,-5.0508,-4.8862
189.3674,-5.1686,-5.1313,-5.3168
189.4061,-4.9884,-4.8921,-4.7192
189.4447,-4.9827,-5.1901,-4.9718
189.4834,-5.0888,-5.3569,-4.8377
189.522,-5.0565,-5.5447,-5.4022
189.5607,-5.4421,-5.3988,-5.0965
189.5993,-5.6002,-5.4003,-4.7721
189.638,-4.6899,-5.198,-4.7709
189.6766,-5.4964,-5.3192,-5.0289
189.7152,-5.1853,-5.441,-4.9105
189.7539,-5.3238,-5.5106,-4.7713
189.7925,-5.0579,-5.4336,-5.2801
189.8312,-5.4031,-5.7712,-4.893
189.8698,-4.8305,-5.2038,-4.5463
189.9085,-4.8504,-4.9919,-4.8573
189.9471,-4.8794,-4.4145,-4.1366
189.9858,-5.1999,-4.8958,-4.7442
190.0244,-4.7807,-5.5012,-4.7507
190.0631,-4.9377,-5.2101,-4.9151
190.1017,-4.8445,-5.0647,-4.6351
190.1404,-5.1872,-5.2958,-4.8718
190.179,-4.978,-5.7068,-4.773
190.2177,-4.9822,-5.2638,-4.6092
190.2563,-4.753,-5.2278,-4.8823
190.2949,-4.731,-5.465,-5.0519
190.3336,-5.5244,-5.085,-4.8974
190.3722,-5.3558,-5.5589,-4.6827
190.4109,-4.9588,-5.1715,-4.856
190.4495,-5.2752,-5.0155,-4.8264
190.4882,-5.5479,-5.2208,-4.8062
190.5268,-5.0466,-5.2654,-4.8641
190.5655,-5.5124,-5.1131,-4.7034
190.6041,-4.6512,-5.1458,-4.5151
190.6428,-5.1669,-5.3881,-5.196
190.6814,-5.7227,-5.6322,-5.1137
