Frequency [Hz],Amplitude,X [mm],Y [mm]
71.4572,-4.5333,-4.5667,-4.5508
71.4959,-4.5327,-5.2833,-4.419
71.5345,-4.5106,-4.6286,-4.3952
71.5732,-4.4722,-5.1971,-4.4375
71.6118,-5.2183,-4.5202,-4.3644
71.6505,-4.4682,-4.6553,-4.6299
71.6891,-4.61,-5.0651,-4.8303
71.7277,-4.9022,-4.7454,-4.4919
71.7664,-4.5484,-4.7387,-4.6364
71.805,-5.0078,-4.9894,-4.3771
71.8437,-4.4392,-4.6288,-4.768
71.8823,-4.8053,-5.1543,-4.7978
71.921,-4.6872,-4.6558,-4.482
71.9596,-5.3664,-4.3233,-4.6879
71.9983,-5.3029,-4.6403,-4.4078
72.0369,-4.9836,-5.2021,-4.8026
72.0756,-4.4235,-4.6829,-4.6427
72.1142,-4.7029,-4.3843,-4.6588
72.1529,-5.1315,-4.551,-4.4945
72.1915,-4.5037,-4.3288,-4.5844
72.2301,-4.9685,-5.0813,-4.6321
72.2688,-5.0496,-5.1087,-4.8934
72.3074,-4.7552,-5.0329,-4.6821
72.3461,-4.6335,-5.1889,-4.5621
72.3847,-4.7324,-4.9549,-4.3344
72.4234,-4.6112,-4.5466,-4.9613
72.462,-4.8239,-4.4311,-4.8884
72.5007,-4.6841,-4.6408,-4.3389
72.5393,-4.7306,-4.9515,-4.9469
72.578,-4.915,-4.605,-4.4935
72.6166,-4.8721,-4.5944,-4.7905
72.6553,-5.2335,-4.4351,-4.79
72.6939,-4.5589,-4.5745,-5.1456
72.7326,-4.7266,-5.1328,-4.7621
72.7712,-4.6629,-4.2764,-4.3109
72.8098,-4.6155,-4.5706,-4.4365
72.8485,-4.6893,-4.9877,-4.3895
72.8871,-5.0099,-5.1582,-4.9437
72.9258,-4.693,-4.395,-4.613
72.9644,-5.2942,-4.5639,-4.4885
73.0031,-4.5681,-4.9009,-4.746
73.0417,-4.4949,-4.4684,-4.9142
73.0804,-4.814,-4.833,-4.4218
73.119,-5.0347,-4.968,-4.5111
73.1577,-4.5869,-4.4275,-4.5719
73.1963,-4.7281,-4.3793,-4.4267
73.235,-4.6201,-4.5407,-4.4336
73.2736,-4.8938,-4.9035,-4.4626
73.3122,-4.5949,-5.089,-5.8363
73.3509,-4.5565,-4.3571,-4.6849
73.3895,-4.6487,-4.6912,-4.4679
73.4282,-4.8652,-5.2003,-4.8773
73.4668,-4.5341,-4.6778,-4.4271
73.5055,-4.6388,-4.7708,-4.6685
73.5441,-4.5549,-4.557,-4.8162
73.5828,-4.9993,-4.6621,-4.6237
73.6214,-4.7209,-4.4309,-4.4615
73.6601,-4.739,-5.2925,-4.7549
73.6987,-4.5824,-4.711,-4.9104
73.7374,-4.7028,-5.3349,-4.5989
73.776,-4.5073,-4.2086,-4.5573
73.8147,-4.4043,-4.4279,-4.8019
73.8533,-4.4359,-4.3671,-4.6204
73.8919,-4.6249,-4.4797,-4.4409
73.9306,-4.6295,-4.6099,-4.8435
73.9692,-4.6568,-4.6535,-5.2108
74.0079,-4.7528,-4.8207,-4.9424
74.0465,-4.8349,-5.545,-4.7918
74.0852,-5.0707,-4.5683,-4.5065
74.1238,-4.5238,-4.5042,-4.6645
74.1625,-4.7264,-4.9435,-4.6654
74.2011,-5.2035,-4.4412,-4.3519
74.2398,-4.6635,-4.645,-4.5618
74.2784,-4.4609,-5.0595,-4.3623
74.3171,-4.6293,-4.8898,-4.4238
74.3557,-4.6194,-4.6638,-4.5946
74.3943,-4.9163,-5.156,-4.5423
74.433,-4.6199,-4.4763,-4.6468
74.4716,-4.6798,-4.753,-4.438
74.5103,-5.6249,-4.4779,-4.5785
74.5489,-4.4865,-4.4202,-4.5716
74.5876,-4.6815,-4.5637,-4.649
74.6262,-4.6483,-4.7495,-4.5296
74.6649,-4.5723,-4.7422,-4.8057
74.7035,-4.9335,-4.545,-5.3763
74.7422,-4.7801,-4.517,-5.048
74.7808,-4.603,-4.4521,-4.7154
74.8195,-5.0193,-4.6194,-4.549
74.8581,-4.7749,-4.8816,-4.6176
74.8968,-4.5561,-4.9056,-4.4895
74.9354,-4.9422,-4.3359,-4.7406
74.974,-4.9165,-4.7914,-4.8032
75.0127,-4.6234,-4.805,-4.6932
75.0513,-4.5911,-4.6207,-4.5546
75.09,-4.5455,-4.4512,-4.454
75.1286,-4.7289,-4.2653,-4.5089
75.1673,-4.7737,-4.5549,-4.6129
75.2059,-4.9551,-4.744,-4.6594
75.2446,-4.6848,-4.8397,-5.2854
75.2832,-4.416,-4.654,-4.3454
75.3219,-5.1917,-4.818,-4.5227
75.3605,-5.0008,-4.5817,-4.9676
75.3992,-4.5747,-4.7374,-4.566
75.4378,-4.6399,-4.6846,-4.7215
75.4764,-4.6706,-5.1081,-4.4015
75.5151,-4.5497,-4.7684,-4.7985
75.5537,-5.4954,-5.1948,-4.4187
75.5924,-4.5875,-4.8249,-4.6246
75.631,-4.9353,-4.7051,-4.8868
75.6697,-4.7606,-5.0794,-4.4571
75.7083,-4.6031,-5.4422,-4.8811
75.747,-4.7256,-4.5297,-4.4539
75.7856,-5.2579,-4.6978,-4.3711
75.8243,-4.4144,-4.8906,-4.2917
75.8629,-4.5628,-4.5547,-4.6445
75.9016,-4.6701,-4.9625,-4.7411
75.9402,-4.6102,-4.5502,-5.0243
75.9789,-4.6817,-4.6662,-4.4756
76.0175,-4.7549,-4.7943,-4.4803
76.0561,-4.636,-4.479,-4.8766
76.0948,-4.777,-4.8588,-4.5985
76.1334,-4.6127,-4.9572,-4.8564
76.1721,-5.0474,-4.7512,-4.6326
76.2107,-4.9545,-5.2035,-4.5647
76.2494,-4.5823,-4.7898,-4.5331
76.288,-4.3774,-4.4534,-4.3892
76.3267,-5.2571,-4.4491,-4.4709
76.3653,-4.7587,-4.5579,-4.5579
76.404,-4.5331,-4.4991,-4.8739
76.4426,-4.9745,-4.3525,-4.4329
76.4813,-4.8816,-4.687,-4.4848
76.5199,-4.9125,-4.4442,-4.6556
76.5585,-4.7121,-4.6849,-5.3379
76.5972,-4.7108,-4.6924,-4.4565
76.6358,-4.3304,-4.6325,-4.7949
76.6745,-4.5229,-4.3018,-4.771
76.7131,-4.5873,-4.7013,-4.5367
76.7518,-4.7473,-4.592,-5.2324
76.7904,-5.2183,-4.9978,-4.3519
76.8291,-4.6345,-4.7129,-4.5047
76.8677,-4.5685,-4.7226,-4.9518
76.9064,-4.4501,-4.6468,-4.6539
76.945,-4.9845,-4.5692,-4.2871
76.9837,-4.6382,-4.2678,-4.6126
77.0223,-5.2855,-4.7784,-4.4647
77.061,-4.9719,-5.2199,-5.2269
77.0996,-4.5864,-5.408,-5.0739
77.1382,-4.5177,-5.0651,-4.6081
77.1769,-5.0141,-4.8969,-4.3833
77.2155,-4.8423,-4.6183,-4.623
77.2542,-4.8152,-4.8267,-5.5275
77.2928,-5.1632,-4.6219,-4.8355
77.3315,-4.8192,-4.365,-4.7255
77.3701,-4.8279,-4.4426,-4.5669
77.4088,-4.6919,-4.7253,-4.32
77.4474,-4.5791,-4.8625,-4.6732
77.4861,-4.9504,-5.233,-4.9258
77.5247,-4.8839,-4.9807,-4.6446
77.5634,-4.4143,-4.8,-4.6637
77.602,-4.5367,-4.6938,-4.5955
77.6406,-4.6291,-4.4809,-4.4776
77.6793,-5.2254,-4.8844,-5.2222
77.7179,-5.0429,-4.5922,-4.3949
77.7566,-4.4592,-4.3869,-4.7355
77.7952,-4.7724,-4.4645,-4.6429
77.8339,-4.8231,-5.0446,-4.4929
77.8725,-4.5891,-4.4903,-4.5416
77.9112,-4.6852,-4.7179,-4.3403
77.9498,-4.7916,-4.6431,-5.1333
77.9885,-4.586,-5.0553,-4.8537
78.0271,-4.6704,-4.7429,-4.8124
78.0658,-4.9584,-4.4851,-4.5019
78.1044,-4.6648,-4.716,-4.6424
78.143,-4.6098,-4.5112,-4.5316
78.1817,-4.8041,-4.8264,-4.5555
78.2203,-4.5125,-5.0417,-4.5552
78.259,-4.7686,-5.0195,-4.432
78.2976,-4.7933,-4.718,-4.3755
78.3363,-4.5985,-4.95,-4.9905
78.3749,-4.7766,-4.7895,-5.4189
78.4136,-4.7275,-4.9444,-4.8074
78.4522,-4.5357,-4.5469,-5.1107
78.4909,-4.8115,-4.627,-4.3373
78.5295,-4.8246,-4.9194,-4.6179
78.5682,-4.6078,-4.5939,-4.3936
78.6068,-5.3591,-4.4618,-4.2327
78.6455,-4.4197,-4.8268,-4.8664
78.6841,-4.4087,-4.548,-4.1199
78.7227,-4.6958,-5.1596,-5.1106
78.7614,-4.8159,-4.8669,-5.3704
78.8,-4.5777,-4.8867,-4.4974
78.8387,-5.0629,-5.0798,-4.4687
78.8773,-4.7937,-5.365,-4.4574
78.916,-4.5067,-4.4942,-4.6963
78.9546,-4.7353,-4.6204,-4.3971
78.9933,-4.5288,-4.5698,-4.6193
79.0319,-4.5548,-4.4266,-4.2525
79.0706,-4.6182,-4.7642,-4.3314
79.1092,-4.9308,-4.6812,-5.2587
79.1479,-4.5816,-4.3983,-4.4813
79.1865,-5.0324,-5.0434,-4.3344
79.2251,-4.8553,-4.9201,-4.2433
79.2638,-4.9147,-5.0409,-4.8201
79.3024,-4.4622,-5.2087,-4.4702
79.3411,-4.914,-4.6855,-5.031
79.3797,-5.1007,-4.5849,-4.6189
79.4184,-4.7111,-5.0016,-4.5673
79.457,-4.6341,-4.5518,-4.6619
79.4957,-4.7128,-4.657,-4.5922
79.5343,-4.52,-5.0906,-4.4017
79.573,-4.7352,-4.7101,-4.8226
79.6116,-4.8231,-4.8819,-4.5105
79.6503,-4.886,-5.0846,-4.3383
79.6889,-4.7584,-4.781,-4.8935
79.7276,-5.301,-4.6151,-4.5653
79.7662,-4.8122,-4.6665,-5.0109
79.8048,-4.4571,-5.2014,-4.617
79.8435,-4.7873,-5.2188,-4.7954
79.8821,-4.6134,-4.4843,-4.879
79.9208,-4.6861,-4.4922,-4.3127
79.9594,-4.7999,-4.6193,-4.019
79.9981,-4.769,-4.6845,-4.2563
80.0367,-4.916,-4.6832,-4.1736
80.0754,-5.1964,-4.6216,-4.6363
80.114,-5.1328,-4.6914,-4.5983
80.1527,-5.2672,-5.1708,-5.0912
80.1913,-4.6447,-5.1549,-4.6741
80.23,-4.4912,-4.6611,-4.36
80.2686,-4.4898,-4.4927,-4.576
80.3072,-4.9256,-4.5648,-4.5554
80.3459,-5.1863,-5.2229,-4.8673
80.3845,-4.9162,-4.7371,-4.3932
80.4232,-4.7201,-5.3609,-4.9333
80.4618,-4.7547,-4.8759,-4.7032
80.5005,-4.7846,-4.6569,-4.6112
80.5391,-4.8281,-4.9578,-4.6635
80.5778,-5.1155,-5.1567,-4.7742
80.6164,-4.592,-4.4774,-4.4391
80.6551,-4.7095,-4.5628,-5.5873
80.6937,-4.7418,-4.8382,-4.6678
80.7324,-5.3003,-4.5983,-4.5307
80.771,-4.4968,-4.5086,-4.6678
80.8097,-4.9257,-4.8023,-4.288
80.8483,-4.6869,-4.699,-4.4929
80.8869,-4.8942,-5.0779,-4.2262
80.9256,-4.8194,-5.4591,-4.7338
80.9642,-4.8613,-5.0378,-4.4417
81.0029,-4.4738,-4.3107,-4.7857
81.0415,-4.7705,-4.5756,-4.3659
81.0802,-4.6969,-4.4814,-5.2438
81.1188,-4.7728,-5.0367,-4.6886
81.1575,-4.776,-5.0338,-4.4237
81.1961,-4.6725,-4.9399,-4.4771
81.2348,-5.2656,-4.7137,-5.0669
81.2734,-5.3109,-5.185,-4.5739
81.3121,-4.8861,-4.7979,-4.9537
81.3507,-5.2392,-4.7134,-4.5075
81.3893,-4.6349,-4.6051,-4.5553
81.428,-4.5334,-4.9426,-4.8986
81.4666,-4.7148,-4.4677,-4.7948
81.5053,-5.3211,-4.6481,-4.8256
81.5439,-4.5994,-4.7137,-4.3339
81.5826,-5.0435,-4.9336,-4.5992
81.6212,-4.7792,-4.5537,-5.2324
81.6599,-4.6658,-5.0202,-6.5311
81.6985,-5.0671,-4.9342,-5.215
81.7372,-4.5278,-4.7138,-4.47
81.7758,-4.7479,-4.5395,-4.342
81.8145,-4.4534,-4.833,-4.6668
81.8531,-5.1454,-5.6358,-4.6838
81.8918,-4.6723,-4.986,-4.4539
81.9304,-4.7247,-4.8691,-4.7884
81.969,-4.4966,-4.7418,-4.8646
82.0077,-4.6468,-4.6684,-4.4711
82.0463,-4.6016,-4.8921,-4.3284
82.085,-4.6735,-4.7199,-4.4467
82.1236,-4.7883,-4.842,-4.7317
82.1623,-4.4945,-5.1523,-5.0872
82.2009,-6.149,-4.6563,-5.0264
82.2396,-4.6924,-5.3712,-4.7332
82.2782,-4.8491,-5.0442,-4.7257
82.3169,-4.8547,-5.2277,-4.8561
82.3555,-5.1212,-4.4403,-4.5262
82.3942,-4.9261,-4.9987,-4.8994
82.4328,-4.9538,-4.4141,-4.5713
82.4714,-4.9262,-4.865,-4.556
82.5101,-4.7503,-4.6476,-5.2117
82.5487,-5.0245,-4.8538,-4.8605
82.5874,-4.9229,-5.0537,-4.4874
82.626,-4.6956,-4.8212,-4.5769
82.6647,-5.1449,-5.7221,-4.7289
82.7033,-4.4774,-4.7617,-4.3425
82.742,-4.5111,-4.8125,-4.382
82.7806,-4.7123,-4.7988,-5.116
82.8193,-4.9961,-4.4677,-4.6692
82.8579,-4.3997,-4.3654,-4.3988
82.8966,-4.5008,-5.3089,-4.2249
82.9352,-4.7398,-4.6983,-4.6424
82.9739,-4.7329,-5.0103,-4.3787
83.0125,-4.5574,-4.8124,-4.236
83.0511,-4.4903,-4.4142,-4.8718
83.0898,-4.6397,-4.634,-5.0187
83.1284,-4.5557,-4.6895,-4.714
83.1671,-4.6838,-4.659,-4.3517
83.2057,-4.9923,-4.6719,-5.0818
83.2444,-4.7115,-4.4464,-4.6508
83.283,-4.8099,-4.7396,-4.9058
83.3217,-4.9799,-4.9818,-4.9134
83.3603,-4.6415,-4.8718,-4.4133
83.399,-4.795,-4.9799,-4.7262
83.4376,-4.8722,-4.8081,-4.8173
83.4763,-5.0992,-4.5572,-4.4638
83.5149,-4.9401,-4.7032,-4.7388
83.5535,-4.8672,-4.7062,-5.0312
83.5922,-4.7706,-4.5341,-4.6189
83.6308,-4.9436,-4.6467,-4.3349
83.6695,-4.4413,-5.1076,-4.7042
83.7081,-4.6903,-5.3907,-4.5014
83.7468,-4.9952,-5.0495,-4.725
83.7854,-4.8266,-4.8343,-4.8732
83.8241,-4.9125,-4.5323,-4.651
83.8627,-5.0744,-4.8754,-4.3977
83.9014,-4.5895,-4.7663,-4.2449
83.94,-5.1238,-4.8123,-4.4796
83.9787,-5.3801,-5.1542,-4.4038
84.0173,-4.6791,-5.0426,-4.2809
84.056,-5.5573,-4.8668,-4.9051
84.0946,-4.7531,-4.71,-5.0827
84.1332,-4.9473,-4.7235,-4.5623
84.1719,-4.5306,-4.7261,-4.3966
84.2105,-4.4757,-4.3843,-4.3877
84.2492,-4.6769,-4.6835,-4.8574
84.2878,-5.3571,-4.6285,-4.2294
84.3265,-5.0352,-4.5643,-4.3305
84.3651,-5.7439,-4.7639,-4.5728
84.4038,-4.3241,-4.3834,-4.5516
84.4424,-4.7301,-4.6817,-4.8656
84.4811,-4.9043,-4.8034,-4.4544
84.5197,-4.8759,-5.9376,-4.5509
84.5584,-4.6232,-4.6637,-4.3847
84.597,-4.4083,-4.3835,-4.3339
84.6356,-4.798,-4.8641,-4.6953
84.6743,-5.5982,-4.6002,-4.4512
84.7129,-4.9357,-4.8162,-4.6588
84.7516,-4.8601,-4.8636,-4.8084
84.7902,-4.7916,-4.3121,-4.9966
84.8289,-4.5022,-4.3393,-4.5364
84.8675,-4.616,-5.0082,-4.5776
84.9062,-4.5775,-4.6449,-4.8206
84.9448,-5.1574,-5.4346,-4.4288
84.9835,-4.9727,-5.173,-4.8588
85.0221,-4.4692,-4.4965,-4.7258
85.0608,-5.2462,-4.8991,-4.5739
85.0994,-4.9655,-4.6908,-4.6986
85.1381,-4.7686,-5.471,-5.0631
85.1767,-4.5355,-4.3279,-4.4243
85.2153,-4.693,-4.5679,-4.6718
85.254,-5.031,-4.5874,-4.5407
85.2926,-4.6997,-4.4233,-4.3941
85.3313,-4.7679,-4.8781,-4.7641
85.3699,-4.8018,-4.7118,-5.0181
85.4086,-4.8932,-5.1488,-4.5478
85.4472,-5.0394,-4.636,-4.7552
85.4859,-4.7341,-4.5888,-4.7904
85.5245,-4.8015,-4.8205,-4.7826
85.5632,-5.4596,-5.3735,-4.4347
85.6018,-4.8522,-4.6367,-4.7621
85.6405,-4.4994,-4.7772,-4.9207
85.6791,-5.6487,-4.7742,-4.8916
85.7177,-4.8477,-4.8491,-4.5014
85.7564,-4.7894,-4.8652,-4.4371
85.795,-4.723,-4.7133,-4.3894
85.8337,-4.5708,-4.4827,-4.727
85.8723,-4.9236,-4.7924,-4.5059
85.911,-4.5612,-4.8029,-4.3565
85.9496,-5.6413,-5.0297,-4.5537
85.9883,-4.6476,-4.5954,-4.8891
86.0269,-4.5746,-4.8041,-4.5425
86.0656,-5.4358,-4.5668,-4.3869
86.1042,-4.9829,-4.5381,-4.4387
86.1429,-5.0098,-4.839,-4.7772
86.1815,-4.8924,-5.0754,-4.8241
86.2202,-4.5907,-4.9527,-4.9422
86.2588,-4.8306,-4.9799,-4.3603
86.2974,-5.2214,-5.0922,-4.8889
86.3361,-4.8096,-4.5465,-4.4588
86.3747,-4.708,-5.1142,-4.432
86.4134,-4.8187,-5.6248,-4.4183
86.452,-4.7538,-4.6881,-4.6413
86.4907,-4.9163,-4.5746,-4.433
86.5293,-4.7637,-4.4882,-4.9141
86.568,-4.4714,-4.8536,-5.0358
86.6066,-4.6718,-4.7026,-4.5455
86.6453,-4.6769,-4.7366,-4.4277
86.6839,-4.8735,-4.9296,-4.7569
86.7226,-5.1346,-4.4666,-4.7815
86.7612,-4.8823,-4.8368,-4.5918
86.7998,-4.6705,-4.7293,-4.7571
86.8385,-4.903,-4.6474,-4.4341
86.8771,-4.9441,-5.0069,-4.9129
86.9158,-4.9895,-4.5793,-5.2279
86.9544,-4.6118,-4.7438,-4.623
86.9931,-4.461,-5.1496,-4.7293
87.0317,-4.6618,-5.0353,-4.6711
87.0704,-4.7324,-5.1,-4.4068
87.109,-4.6683,-5.4705,-4.3836
87.1477,-4.7727,-4.8758,-4.5694
87.1863,-4.6527,-4.8853,-4.962
87.225,-4.871,-5.0471,-4.7335
87.2636,-4.5409,-4.6219,-4.4143
87.3022,-4.6528,-4.7551,-4.6406
87.3409,-4.5697,-4.8204,-4.1892
87.3795,-5.1684,-4.6765,-4.542
87.4182,-4.5919,-5.2234,-4.291
87.4568,-4.6486,-4.6261,-4.2302
87.4955,-4.7872,-4.7348,-4.5268
87.5341,-4.7532,-4.6419,-4.3883
87.5728,-5.1062,-5.1497,-4.8075
87.6114,-4.8921,-5.0631,-4.8504
87.6501,-4.9652,-4.5392,-4.8391
87.6887,-4.8289,-4.5502,-4.0397
87.7274,-4.9301,-4.8207,-4.5645
87.766,-5.3238,-5.1279,-4.6251
87.8047,-4.6726,-4.6112,-4.3155
87.8433,-4.9878,-5.0775,-5.4639
87.8819,-4.7768,-4.7779,-4.2931
87.9206,-4.5733,-4.6278,-5.4577
87.9592,-5.0998,-5.0936,-4.2308
87.9979,-5.2609,-5.0091,-4.2734
88.0365,-5.1533,-5.0424,-4.8741
88.0752,-4.8564,-5.3022,-4.8922
88.1138,-5.0274,-5.0035,-4.8995
88.1525,-5.2795,-5.0035,-4.4871
88.1911,-4.8289,-4.821,-4.6573
88.2298,-4.7095,-5.099,-4.5576
88.2684,-5.2544,-5.4574,-4.7601
88.3071,-4.7292,-5.0488,-5.2714
88.3457,-4.5839,-4.5634,-4.6959
88.3843,-4.7361,-4.7323,-4.5689
88.423,-5.0273,-4.3856,-4.922
88.4616,-4.7447,-4.6466,-4.318
88.5003,-4.5342,-4.4693,-4.6947
88.5389,-4.7969,-4.8578,-4.2037
88.5776,-4.7337,-4.8069,-4.614
88.6162,-4.9461,-5.0132,-4.5722
88.6549,-4.7501,-4.919,-4.582
88.6935,-4.93,-5.0589,-4.5359
88.7322,-4.7214,-4.9842,-4.3553
88.7708,-4.7963,-4.7736,-4.3419
88.8095,-4.7549,-4.8459,-4.4336
88.8481,-4.4706,-4.7613,-4.4634
88.8868,-4.9669,-4.626,-4.4964
88.9254,-4.6656,-4.5172,-4.5735
88.964,-5.0191,-5.3436,-5.0967
89.0027,-5.0269,-4.9921,-4.5868
89.0413,-4.7849,-4.6852,-4.8744
89.08,-5.2276,-5.051,-4.6354
89.1186,-4.4468,-4.5803,-4.6416
89.1573,-5.427,-4.8874,-4.7222
89.1959,-5.0883,-5.0838,-4.1399
89.2346,-4.5365,-5.332,-4.3849
89.2732,-4.8135,-5.4553,-4.3785
89.3119,-4.9189,-4.7469,-5.4126
89.3505,-5.5574,-4.5018,-4.4227
89.3892,-5.1888,-4.9367,-4.621
89.4278,-4.764,-4.9687,-4.2517
89.4664,-4.6107,-4.5074,-4.3711
89.5051,-4.6594,-4.9207,-4.5288
89.5437,-4.6857,-5.2659,-4.834
89.5824,-4.683,-4.8476,-4.5894
89.621,-4.8536,-5.0775,-4.6395
89.6597,-4.5281,-4.6241,-4.844
89.6983,-5.1395,-4.7428,-4.3089
89.737,-5.7778,-5.1077,-4.3943
89.7756,-4.8854,-4.5815,-4.3373
89.8143,-5.0236,-5.0972,-4.4292
89.8529,-4.639,-4.9356,-4.3595
89.8916,-5.2026,-4.4079,-4.6108
89.9302,-5.3467,-4.5181,-4.4034
89.9689,-4.0931,-3.8101,-3.5896
90.0075,-4.7079,-4.3237,-3.9853
90.0461,-4.704,-4.581,-4.6596
90.0848,-4.9724,-4.9262,-4.6575
90.1234,-4.816,-4.8585,-4.5514
90.1621,-4.8978,-4.8704,-4.4233
90.2007,-4.8754,-4.791,-4.479
90.2394,-4.7619,-5.4551,-4.6771
90.278,-4.6929,-4.8541,-4.6755
90.3167,-4.8016,-4.8179,-4.4622
90.3553,-4.7608,-4.7593,-4.3098
90.394,-4.8009,-5.0942,-4.3704
90.4326,-5.1584,-4.7978,-4.7209
90.4713,-4.6901,-4.5611,-4.3309
90.5099,-4.701,-4.5292,-4.8834
90.5485,-4.9503,-5.1075,-4.8305
90.5872,-4.9125,-4.6163,-5.5709
90.6258,-4.9767,-4.9669,-4.4374
90.6645,-5.0219,-4.8864,-4.584
90.7031,-4.8222,-4.8791,-5.7467
90.7418,-4.6943,-5.1432,-4.2568
90.7804,-5.1855,-4.8036,-4.9527
90.8191,-4.7221,-5.1852,-4.8141
90.8577,-5.1171,-4.5476,-4.6195
90.8964,-5.043,-4.7591,-4.4921
90.935,-4.9466,-4.8436,-4.3985
90.9737,-4.8362,-4.6644,-4.5772
91.0123,-4.4255,-5.0831,-4.6943
91.051,-5.0888,-4.8479,-4.4608
91.0896,-4.7726,-5.1004,-4.5865
91.1282,-5.2622,-4.6801,-4.8453
91.1669,-5.1747,-4.6881,-4.5013
91.2055,-4.6923,-4.8607,-4.4971
91.2442,-4.6687,-4.7061,-5.0647
91.2828,-4.8274,-5.0517,-4.3505
91.3215,-4.9177,-5.2626,-4.7357
91.3601,-4.704,-4.7361,-5.0125
91.3988,-4.9197,-4.9418,-4.8815
91.4374,-4.7395,-4.7806,-4.5954
91.4761,-4.6639,-4.9162,-4.4234
91.5147,-5.0117,-5.3152,-4.3151
91.5534,-4.8288,-5.2039,-4.7195
91.592,-4.7383,-5.8723,-4.6704
91.6306,-4.7169,-4.638,-5.3794
91.6693,-5.0434,-5.7373,-4.4206
91.7079,-5.0588,-4.7887,-5.0523
91.7466,-4.6213,-4.6571,-4.772
91.7852,-4.6599,-4.7784,-4.6199
91.8239,-4.3417,-4.6748,-4.3798
91.8625,-4.799,-5.0459,-4.6084
91.9012,-5.2589,-5.044,-4.8275
91.9398,-5.4422,-4.758,-4.987
91.9785,-4.6096,-4.9261,-4.876
92.0171,-4.8285,-5.1143,-5.156
92.0558,-4.9954,-5.805,-5.2242
92.0944,-4.9442,-4.7184,-4.5335
92.1331,-4.9355,-4.6372,-4.5954
92.1717,-4.7163,-5.2821,-4.5668
92.2103,-4.7862,-4.7959,-5.2074
92.249,-4.5373,-4.796,-4.395
92.2876,-4.9657,-4.923,-4.9381
92.3263,-4.7273,-4.8997,-4.4015
92.3649,-5.1468,-4.5486,-4.5455
92.4036,-4.6129,-5.138,-4.3429
92.4422,-5.0421,-4.6001,-4.5986
92.4809,-4.5181,-4.658,-5.151
92.5195,-4.649,-5.3705,-4.7711
92.5582,-4.6886,-4.6474,-4.5095
92.5968,-4.7751,-4.93,-4.5851
92.6355,-4.6626,-4.6564,-4.9744
92.6741,-4.6515,-4.6427,-4.779
92.7127,-4.8077,-4.7534,-4.3935
92.7514,-4.5322,-4.4512,-4.6292
92.79,-4.6271,-4.8316,-4.8335
92.8287,-5.3968,-4.5195,-4.6657
92.8673,-4.7279,-4.7148,-4.6845
92.906,-4.5043,-4.8748,-4.2731
92.9446,-4.7292,-4.7916,-4.7486
92.9833,-4.6313,-4.5418,-4.286
93.0219,-4.9664,-4.5597,-4.6268
93.0606,-4.9169,-4.7162,-4.977
93.0992,-4.9702,-4.8689,-4.4767
93.1379,-5.0154,-5.4569,-4.4736
93.1765,-4.6515,-4.9634,-4.3307
93.2152,-4.7529,-4.7125,-4.5684
93.2538,-4.8286,-5.2517,-4.5086
93.2924,-4.4756,-4.7176,-4.556
93.3311,-4.6202,-4.6655,-4.5557
93.3697,-5.0411,-4.7909,-4.7132
93.4084,-4.6062,-6.0666,-4.4311
93.447,-4.6575,-4.8912,-4.7029
93.4857,-4.585,-4.58,-5.0714
93.5243,-5.256,-5.0038,-4.7535
93.563,-4.8255,-4.7377,-4.2896
93.6016,-4.9606,-4.4456,-4.7283
93.6403,-4.7202,-5.1713,-4.7108
93.6789,-4.6317,-4.74,-5.031
93.7176,-5.1006,-4.619,-4.5081
93.7562,-4.9132,-4.8442,-4.4422
93.7948,-5.0192,-5.1001,-5.3459
93.8335,-4.6878,-4.4677,-4.6203
93.8721,-4.806,-4.7142,-4.5113
93.9108,-4.8834,-4.8811,-4.5982
93.9494,-4.7573,-4.5877,-4.2675
93.9881,-4.8886,-5.6121,-4.4919
94.0267,-5.0265,-4.6811,-4.1442
94.0654,-4.5065,-5.0566,-4.771
94.104,-4.8866,-4.7102,-4.4597
94.1427,-4.6019,-4.9477,-4.4893
94.1813,-4.8462,-4.5781,-4.5852
94.22,-4.5906,-4.5941,-4.5174
94.2586,-4.9705,-5.0201,-4.4272
94.2973,-4.8469,-4.5591,-4.5335
94.3359,-4.8864,-4.7911,-4.6071
94.3745,-4.8396,-4.7715,-4.2842
94.4132,-4.7683,-5.0519,-5.5223
94.4518,-5.0557,-4.7029,-4.3573
94.4905,-4.695,-5.3096,-4.6483
94.5291,-4.686,-5.0332,-4.3573
94.5678,-4.8409,-6.2504,-4.5992
94.6064,-4.7676,-4.4547,-4.4341
94.6451,-4.6739,-4.7019,-4.4137
94.6837,-4.9879,-5.1218,-4.3625
94.7224,-4.825,-5.0674,-4.4009
94.761,-4.7193,-4.8254,-5.2771
94.7997,-4.9521,-4.8429,-4.5741
94.8383,-5.0678,-4.9874,-4.4812
94.8769,-5.3892,-4.6729,-5.1293
94.9156,-4.9464,-5.0531,-4.2092
94.9542,-4.7878,-4.7679,-4.3785
94.9929,-4.7314,-4.8781,-4.8533
95.0315,-4.752,-4.7389,-4.8505
95.0702,-4.9898,-4.9365,-4.8544
95.1088,-4.7156,-5.0647,-4.8769
95.1475,-4.6742,-4.5283,-4.5583
95.1861,-4.8827,-4.6465,-4.7798
95.2248,-5.1469,-5.2662,-4.5205
95.2634,-4.9463,-4.979,-4.8578
